Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
3216	0	-568.4111	0	-568.4111	0.2813991	476.4289
3217	1	-288.2624	0	-288.2624	2.490483	59.36117
3218	0	-597.9355	0	-597.9355	0.2395603	592.2045
3219	1	-266.6039	0	-266.6039	2.582914	50.74913
3220	0	-561.8738	0	-561.8738	0.281483	453.2052
3221	1	-267.1156	0	-267.1156	2.782233	50.88999
3222	0	-547.9061	0	-547.9061	0.3497859	408.5839
3223	1	-251.6268	0	-251.6268	3.027039	45.40236
3224	0	-566.8349	0	-566.8349	0.3073248	469.8058
3225	1	-241.5766	0	-241.5766	2.900665	41.93959
3226	0	-557.4692	0	-557.4692	0.295661	439.0039
3227	1	-271.1269	0	-271.1269	2.750596	52.37464
3228	0	-553.5938	0	-553.5938	0.2788356	423.2401
3229	1	-294.0745	0	-294.0745	1.926203	61.82002
3230	0	-554.7348	0	-554.7348	0.2727469	425.9484
3231	1	-286.9952	0	-286.9952	2.278232	59.07559
3232	0	-574.6015	0	-574.6015	0.3143824	493.7089
3233	1	-273.2534	0	-273.2534	2.868413	52.93049
3234	0	-597.9405	0	-597.9405	0.2242094	592.9119
3235	1	-304.6955	0	-304.6955	1.84521	67.15541
3236	0	-614.7201	0	-614.7201	0.2520885	656.644
3237	1	-309.0318	0	-309.0318	2.040193	69.49051
3238	0	-631.3925	0	-631.3925	0.2081747	751.1681
3239	1	-326.387	0	-326.387	1.661723	79.13742
3240	0	-615.8179	0	-615.8179	0.2066454	676.5434
3241	1	-313.5903	0	-313.5903	1.805572	71.93678
3242	0	-576.8992	0	-576.8992	0.2821952	506.5147
3243	1	-267.4466	0	-267.4466	2.301778	50.57942
3244	0	-586.7575	0	-586.7575	0.2285423	544.0418
3245	1	-301.9715	0	-301.9715	2.042896	66.02981
3246	0	-618.7071	0	-618.7071	0.2107598	689.6687
3247	1	-283.0541	0	-283.0541	2.164685	57.17581
3248	0	-612.3802	0	-612.3802	0.187981	657.4654
3249	1	-271.5282	0	-271.5282	2.82485	52.40774
3250	0	-659.9658	0	-659.9658	0.1628787	932.1747
3251	1	-269.5959	0	-269.5959	2.454132	51.82844
3252	0	-677.1805	0	-677.1805	0.1327141	1065.47
3253	1	-284.2638	0	-284.2638	2.226769	57.83368
3254	0	-693.6208	0	-693.6208	0.1068804	1203.427
3255	1	-304.0775	0	-304.0775	2.226968	66.73109
3256	0	-666.3765	0	-666.3765	0.1285553	982.4697
3257	1	-277.3549	0	-277.3549	2.634935	54.84505
3258	0	-644.9007	0	-644.9007	0.1403958	831.349
3259	1	-272.5844	0	-272.5844	2.185229	52.42884
3260	0	-671.2561	0	-671.2561	0.1305866	1020.758
3261	1	-300.9964	0	-300.9964	2.036259	65.55106
3262	0	-653.2403	0	-653.2403	0.1677939	888.7007
3263	1	-291.6717	0	-291.6717	2.242862	61.1536
3264	0	-664.3734	0	-664.3734	0.1457433	969.0731
3265	1	-297.8811	0	-297.8811	1.94951	63.86404
3266	0	-631.7646	0	-631.7646	0.1990463	757.0836
3267	1	-265.6278	0	-265.6278	2.417273	50.13505
3268	0	-602.7597	0	-602.7597	0.2011033	612.0106
3269	1	-249.1741	0	-249.1741	2.843436	44.5136
3270	0	-567.1166	0	-567.1166	0.2834814	471.8723
3271	1	-239.0155	0	-239.0155	2.859629	40.97604
3272	0	-543.032	0	-543.032	0.3217876	394.0033
3273	1	-241.3482	0	-241.3482	3.015481	41.99726
3274	0	-546.4649	0	-546.4649	0.3341164	404.9233
3275	1	-207.5188	0	-207.5188	4.229554	32.68554
3276	0	-526.4813	0	-526.4813	0.3759063	349.048
3277	1	-196.4591	0	-196.4591	4.669886	30.07947
3278	0	-547.4288	0	-547.4288	0.3736016	405.0493
3279	1	-131.3452	0	-131.3452	5.435603	17.60585
3280	0	-521.5259	0	-521.5259	0.4082553	336.5349
3281	1	-130.6171	0	-130.6171	8.403026	18.22983
3282	0	-496.6331	0	-496.6331	0.5181573	279.1806
3283	1	-155.8629	0	-155.8629	6.116655	22.23698
3284	0	-498.8637	0	-498.8637	0.4787504	284.5315
3285	1	-138.3768	0	-138.3768	8.112779	19.26073
3286	0	-462.6349	0	-462.6349	0.7010299	216.0128
3287	1	-100.8266	0	-100.8266	8.693885	14.71503
3288	0	-450.2748	0	-450.2748	0.6805368	198.4759
3289	1	-125.3988	0	-125.3988	7.491063	17.70655
3290	0	-480.3816	0	-480.3816	0.5660126	247.9166
3291	1	-133.3902	0	-133.3902	6.715001	18.76737
3292	0	-488.8717	0	-488.8717	0.5376924	263.8874
3293	1	-162.5501	0	-162.5501	5.183177	23.25489
3294	0	-500.9279	0	-500.9279	0.5222826	287.2468
3295	1	-187.6037	0	-187.6037	4.992025	28.15557
3296	0	-515.9146	0	-515.9146	0.4192335	322.8771
3297	1	-194.3775	0	-194.3775	4.324386	29.61772
3298	0	-511.2894	0	-511.2894	0.4641287	311.2516
3299	1	-195.2386	0	-195.2386	4.262543	29.79615
3300	0	-500.2305	0	-500.2305	0.4709955	287.4406
3301	1	-198.3553	0	-198.3553	4.272066	30.52934
3302	0	-502.7598	0	-502.7598	0.4329594	292.2966
3303	1	-261.4994	0	-261.4994	3.154936	48.45373
3304	0	-476.4716	0	-476.4716	0.5435547	240.9194
3305	1	-239.949	0	-239.949	3.433168	41.55694
3306	0	-481.5566	0	-481.5566	0.5498615	250.2339
3307	1	-226.4948	0	-226.4948	3.851072	37.55874
3308	0	-453.0595	0	-453.0595	0.6219875	202.129
3309	1	-203.6562	0	-203.6562	3.712418	31.48362
3310	0	-395.9593	0	-395.9593	1.142853	131.816
3311	1	-235.9445	0	-235.9445	3.331712	40.41111
3312	0	-386.968	0	-386.968	1.052368	124.0419
3313	1	-211.79	0	-211.79	3.843309	33.73803
3314	0	-372.3021	0	-372.3021	1.13628	111.0745
3315	1	-186.3635	0	-186.3635	5.216967	27.83573
3316	0	-371.9625	0	-371.9625	1.104736	110.5041
3317	1	-165.3746	0	-165.3746	5.03662	23.72939
3318	0	-390.0005	0	-390.0005	1.062195	126.9286
3319	1	-170.1856	0	-170.1856	5.296473	24.74593
3320	0	-418.4171	0	-418.4171	0.7441364	154.8922
3321	1	-171.458	0	-171.458	5.837058	24.90133
3322	0	-476.4134	0	-476.4134	0.5696497	240.8844
3323	1	-153.5687	0	-153.5687	5.802101	21.82956
3324	0	-450.9738	0	-450.9738	0.6070513	198.2658
3325	1	-128.515	0	-128.515	7.654622	18.11197
3326	0	-443.1081	0	-443.1081	0.7038764	188.1738
3327	1	-150.3108	0	-150.3108	5.760458	21.25445
3328	0	-451.1954	0	-451.1954	0.6721283	199.8338
3329	1	-158.1251	0	-158.1251	5.337117	22.48959
3330	0	-436.4411	0	-436.4411	0.7448158	179.1154
3331	1	-213.788	0	-213.788	3.716097	34.21468
3332	0	-452.8212	0	-452.8212	0.6712861	202.2547
3333	1	-206.5733	0	-206.5733	4.140841	32.47067
3334	0	-474.7585	0	-474.7585	0.5632188	237.9776
3335	1	-197.1406	0	-197.1406	4.392311	30.26471
3336	0	-486.3405	0	-486.3405	0.5860635	257.6145
3337	1	-214.2984	0	-214.2984	4.768626	33.7858
3338	0	-503.6808	0	-503.6808	0.4348504	294.4954
3339	1	-184.5793	0	-184.5793	4.666066	27.53458
3340	0	-513.1617	0	-513.1617	0.4707001	314.9135
3341	1	-147.0244	0	-147.0244	6.910824	20.76432
3342	0	-530.1183	0	-530.1183	0.339725	356.7332
3343	1	-137.286	0	-137.286	8.224572	19.08822
3344	0	-538.8849	0	-538.8849	0.3911229	380.8702
3345	1	-181.5457	0	-181.5457	4.889812	26.93822
3346	0	-537.3705	0	-537.3705	0.3698905	378.2792
3347	1	-193.5147	0	-193.5147	4.714959	29.44054
3348	0	-511.0089	0	-511.0089	0.3706436	307.127
3349	1	-174.8599	0	-174.8599	5.560228	25.58321
3350	0	-555.4072	0	-555.4072	0.2978436	432.1958
3351	1	-169.2394	0	-169.2394	5.088992	24.51699
3352	0	-548.4663	0	-548.4663	0.3432249	410.5826
3353	1	-161.7994	0	-161.7994	5.45567	23.21366
3354	0	-510.0422	0	-510.0422	0.4026887	308.0696
3355	1	-213.537	0	-213.537	5.064213	33.25498
3356	0	-521.0134	0	-521.0134	0.412996	335.2026
3357	1	-227.3881	0	-227.3881	3.44488	37.9022
3358	0	-502.3589	0	-502.3589	0.4546641	291.9756
3359	1	-202.8175	0	-202.8175	4.304369	31.57165
3360	0	-507.4134	0	-507.4134	0.4915821	301.755
3361	1	-216.7439	0	-216.7439	4.779929	34.28392
3362	0	-523.5155	0	-523.5155	0.3343712	336.288
3363	1	-212.9538	0	-212.9538	4.096819	34.02694
3364	0	-561.0118	0	-561.0118	0.319647	450.0734
3365	1	-185.3509	0	-185.3509	5.385591	27.56732
3366	0	-537.9978	0	-537.9978	0.404248	377.3257
3367	1	-179.6338	0	-179.6338	5.470855	26.47716
3368	0	-525.8668	0	-525.8668	0.4266433	346.1367
3369	1	-182.9341	0	-182.9341	4.780435	27.21072
3370	0	-529.78	0	-529.78	0.3822679	357.7919
3371	1	-180.7168	0	-180.7168	4.874235	26.76652
3372	0	-516.0703	0	-516.0703	0.4464076	322.5523
3373	1	-139.0674	0	-139.0674	7.269135	19.57509
3374	0	-495.2492	0	-495.2492	0.3998845	270.879
3375	1	-183.6379	0	-183.6379	4.477898	27.24883
3376	0	-458.7198	0	-458.7198	0.6348228	211.2982
3377	1	-198.7273	0	-198.7273	4.917595	30.43433
3378	0	-439.7417	0	-439.7417	0.7739691	183.3226
3379	1	-200.5703	0	-200.5703	3.818127	30.7909
3380	0	-390.5701	0	-390.5701	1.146404	127.0714
3381	1	-209.9487	0	-209.9487	4.062705	33.29682
3382	0	-394.1158	0	-394.1158	1.108765	130.5251
3383	1	-199.4575	0	-199.4575	4.623276	30.74036
3384	0	-395.5687	0	-395.5687	0.804001	127.9182
3385	1	-152.3005	0	-152.3005	6.33706	21.64859
3386	0	-400.1871	0	-400.1871	1.076705	136.3775
3387	1	-127.2344	0	-127.2344	6.767115	17.86587
3388	0	-396.646	0	-396.646	1.030774	133.3183
3389	1	-171.2394	0	-171.2394	5.871348	24.85218
3390	0	-414.8444	0	-414.8444	0.8603969	152.5608
3391	1	-213.6831	0	-213.6831	3.546338	34.05254
3392	0	-419.2026	0	-419.2026	0.8595513	157.627
3393	1	-208.1207	0	-208.1207	4.22225	32.82972
3394	0	-401.8197	0	-401.8197	1.03002	138.343
3395	1	-210.2836	0	-210.2836	4.032485	33.38093
3396	0	-432.8837	0	-432.8837	0.8074412	174.3001
3397	1	-209.3447	0	-209.3447	3.582842	32.87854
3398	0	-412.2382	0	-412.2382	0.9124522	149.6806
3399	1	-205.2011	0	-205.2011	4.073693	32.13054
3400	0	-406.0941	0	-406.0941	0.8518156	142.2386
3401	1	-193.877	0	-193.877	4.75255	29.50791
3402	0	-384.2719	0	-384.2719	1.384113	119.0419
3403	1	-240.625	0	-240.625	3.359588	41.80211
3404	0	-359.2767	0	-359.2767	1.335729	101.0521
3405	1	-255.3874	0	-255.3874	3.171593	46.49525
3406	0	-389.7486	0	-389.7486	1.188403	125.9696
3407	1	-223.8862	0	-223.8862	3.392119	36.84822
3408	0	-401.3794	0	-401.3794	0.9518247	138.0642
3409	1	-220.6515	0	-220.6515	3.500047	35.98969
3410	0	-405.8928	0	-405.8928	0.9081388	142.7009
3411	1	-202.9462	0	-202.9462	4.316955	31.60015
3412	0	-423.5524	0	-423.5524	0.7509409	161.9619
3413	1	-198.0687	0	-198.0687	4.287277	30.46539
3414	0	-433.01	0	-433.01	1.012467	169.2593
3415	1	-170.3051	0	-170.3051	4.871017	24.62855
3416	0	-412.0497	0	-412.0497	0.8518782	149.2309
3417	1	-178.4597	0	-178.4597	5.240967	26.31751
3418	0	-397.9929	0	-397.9929	0.9957853	134.6806
3419	1	-169.919	0	-169.919	6.103416	24.54072
3420	0	-362.5558	0	-362.5558	1.240905	103.4209
3421	1	-193.2296	0	-193.2296	4.400449	29.37638
3422	0	-322.546	0	-322.546	1.754672	76.93319
3423	1	-173.0367	0	-173.0367	4.964668	25.22824
3424	0	-305.1677	0	-305.1677	2.280673	67.04354
3425	1	-149.8153	0	-149.8153	7.452225	20.98211
3426	0	-338.4408	0	-338.4408	1.480193	86.45997
3427	1	-125.1073	0	-125.1073	7.713377	17.66452
3428	0	-339.6398	0	-339.6398	1.506863	87.32171
3429	1	-159.5567	0	-159.5567	6.020292	22.8536
3430	0	-343.152	0	-343.152	1.583019	89.5345
3431	1	-103.5661	0	-103.5661	8.632796	15.02765
3432	0	-358.8005	0	-358.8005	1.432808	100.4699
3433	1	-97.62137	0	-97.62137	8.837856	14.36028
3434	0	-357.0456	0	-357.0456	1.319825	99.35662
3435	1	-82.55425	0	-82.55425	11.72013	12.74526
3436	0	-353.924	0	-353.924	1.259491	96.63189
3437	1	-84.78445	0	-84.78445	9.979603	13.05174
3438	0	-373.3436	0	-373.3436	1.322525	111.6854
3439	1	-87.62996	0	-87.62996	8.41761	13.1189
3440	0	-388.7698	0	-388.7698	1.184559	125.1835
3441	1	-101.4635	0	-101.4635	7.976494	14.67874
3442	0	-390.1071	0	-390.1071	0.989783	126.7066
3443	1	-113.6656	0	-113.6656	9.489134	16.06332
3444	0	-392.7124	0	-392.7124	0.9863185	129.3139
3445	1	-103.9024	0	-103.9024	9.05674	15.06658
3446	0	-393.1422	0	-393.1422	0.9317368	129.1138
3447	1	-90.77529	0	-90.77529	9.422892	13.64806
3448	0	-421.9706	0	-421.9706	0.8713826	160.7785
3449	1	-75.36793	0	-75.36793	11.36091	12.15212
3450	0	-397.9713	0	-397.9713	0.9646823	134.5661
3451	1	-47.68836	0	-47.68836	12.90851	9.862541
3452	0	-415.0662	0	-415.0662	0.8618855	152.8251
3453	1	-49.24768	0	-49.24768	11.87768	9.92119
3454	0	-462.7535	0	-462.7535	0.64991	217.4739
3455	1	-64.13214	0	-64.13214	10.78956	11.11924
3456	0	-484.332	0	-484.332	0.4488521	251.7272
3457	1	-40.65668	0	-40.65668	15.44625	9.32273
3458	0	-459.0108	0	-459.0108	0.5618501	209.9449
3459	1	-19.91423	0	-19.91423	15.49344	7.981516
3460	0	-473.1833	0	-473.1833	0.5980987	235.0166
3461	1	-51.38721	0	-51.38721	12.80037	10.14779
3462	0	-517.3334	0	-517.3334	0.413032	326.292
3463	1	-58.26832	0	-58.26832	12.87595	10.68319
3464	0	-510.5445	0	-510.5445	0.4124206	309.83
3465	1	-109.2405	0	-109.2405	9.338595	15.62046
3466	0	-520.4	0	-520.4	0.4179293	333.6113
3467	1	-81.80974	0	-81.80974	9.288522	12.67442
3468	0	-515.7935	0	-515.7935	0.396026	322.0911
3469	1	-80.47558	0	-80.47558	10.04438	12.62426
3470	0	-485.5116	0	-485.5116	0.5591491	257.1914
3471	1	-139.6076	0	-139.6076	6.933751	19.68982
3472	0	-435.958	0	-435.958	0.8198096	177.9208
3473	1	-144.4187	0	-144.4187	6.134496	20.37028
3474	0	-443.7979	0	-443.7979	0.6748716	188.8742
3475	1	-157.9333	0	-157.9333	5.639235	22.55816
3476	0	-402.9397	0	-402.9397	0.9695785	139.7148
3477	1	-164.5258	0	-164.5258	5.451547	23.71276
3478	0	-421.2265	0	-421.2265	0.865078	159.9585
3479	1	-214.1302	0	-214.1302	4.077181	34.32123
3480	0	-432.7283	0	-432.7283	0.8064407	174.1163
3481	1	-221.2979	0	-221.2979	4.019956	36.121
3482	0	-390.0005	0	-390.0005	0.9394005	125.8917
3483	1	-234.1281	0	-234.1281	3.517754	39.83223
3484	0	-365.1346	0	-365.1346	1.20501	105.3591
3485	1	-205.6872	0	-205.6872	3.393725	31.48696
3486	0	-361.2465	0	-361.2465	1.336532	102.5259
3487	1	-159.0559	0	-159.0559	5.223928	22.60543
3488	0	-395.3421	0	-395.3421	0.9999882	132.0314
3489	1	-129.0721	0	-129.0721	7.505848	18.19613
3490	0	-375.7594	0	-375.7594	1.200119	114.1849
3491	1	-104.2832	0	-104.2832	7.712923	14.96464
3492	0	-335.4975	0	-335.4975	1.648089	84.64681
3493	1	-112.4142	0	-112.4142	8.055408	16.0574
3494	0	-311.8374	0	-311.8374	2.019961	70.91143
3495	1	-131.9363	0	-131.9363	6.773278	18.56176
3496	0	-306.0589	0	-306.0589	1.917343	68.03257
3497	1	-130.1887	0	-130.1887	8.991057	17.99243
3498	0	-298.7274	0	-298.7274	2.324049	64.11177
3499	1	-119.6184	0	-119.6184	8.254034	16.93738
3500	0	-298.7514	0	-298.7514	2.007764	64.41847
3501	1	-160.8561	0	-160.8561	6.11147	23.05432
3502	0	-277.5935	0	-277.5935	2.115366	54.46127
3503	1	-152.9031	0	-152.9031	5.426298	21.56662
3504	0	-252.4444	0	-252.4444	2.984956	45.68602
3505	1	-125.7964	0	-125.7964	7.299753	17.75186
3506	0	-268.9022	0	-268.9022	3.00893	51.14898
3507	1	-138.8375	0	-138.8375	6.262822	19.5039
3508	0	-265.2233	0	-265.2233	2.602676	50.22718
3509	1	-173.9752	0	-173.9752	5.449037	25.44651
3510	0	-259.8064	0	-259.8064	2.876715	48.23835
3511	1	-162.4974	0	-162.4974	6.909636	23.00391
3512	0	-242.8389	0	-242.8389	3.060218	42.51716
3513	1	-145.2171	0	-145.2171	5.848847	20.41081
3514	0	-243.0187	0	-243.0187	3.122523	42.59381
3515	1	-155.5413	0	-155.5413	6.541634	22.11643
3516	0	-260.8545	0	-260.8545	2.900749	48.58555
3517	1	-160.9001	0	-160.9001	6.169894	23.04942
3518	0	-219.2383	0	-219.2383	4.281353	35.40882
3519	1	-168.1539	0	-168.1539	5.126335	24.31771
3520	0	-156.8833	0	-156.8833	6.175852	22.39769
3521	1	-180.9085	0	-180.9085	4.629901	26.73148
3522	0	-149.0191	0	-149.0191	6.371826	21.13032
3523	1	-216.4885	0	-216.4885	4.197683	34.8288
3524	0	-146.5182	0	-146.5182	6.095476	20.70507
3525	1	-191.6385	0	-191.6385	4.154039	28.87503
3526	0	-110.0745	0	-110.0745	7.75072	15.72302
3527	1	-188.8068	0	-188.8068	4.307106	28.31846
3528	0	-102.7487	0	-102.7487	9.753586	14.88356
3529	1	-187.8719	0	-187.8719	5.041929	28.19443
3530	0	-71.45375	0	-71.45375	12.53198	11.74236
3531	1	-179.8223	0	-179.8223	5.279723	26.56932
3532	0	-94.33963	0	-94.33963	9.646525	14.02478
3533	1	-225.7067	0	-225.7067	3.823291	37.37131
3534	0	-77.0399	0	-77.0399	9.410812	12.18791
3535	1	-212.0479	0	-212.0479	4.105254	33.80358
3536	0	-92.7067	0	-92.7067	10.35226	13.81807
3537	1	-206.9601	0	-206.9601	4.181069	32.561
3538	0	-111.297	0	-111.297	10.11471	15.67541
3539	1	-262.5317	0	-262.5317	2.847886	49.20821
3540	0	-86.11549	0	-86.11549	11.01541	13.13674
3541	1	-257.0583	0	-257.0583	2.930325	47.26502
3542	0	-83.54653	0	-83.54653	11.14041	12.89324
3543	1	-228.2095	0	-228.2095	3.7101	38.09864
3544	0	-60.03191	0	-60.03191	11.11901	10.78028
3545	1	-193.6868	0	-193.6868	4.341793	29.46401
3546	0	-65.77114	0	-65.77114	11.34459	11.30685
3547	1	-194.9056	0	-194.9056	5.249269	29.44925
3548	0	-59.30659	0	-59.30659	11.23731	10.72728
3549	1	-180.0306	0	-180.0306	5.228107	26.61977
3550	0	-49.82045	0	-49.82045	14.00436	10.01286
3551	1	-163.5487	0	-163.5487	5.535223	23.54626
3552	0	-57.64184	0	-57.64184	11.88268	10.62813
3553	1	-127.8181	0	-127.8181	7.99933	17.97912
3554	0	-61.12369	0	-61.12369	12.96326	10.90054
3555	1	-185.2091	0	-185.2091	5.609368	27.41409
3556	0	-65.43405	0	-65.43405	11.73235	11.28454
3557	1	-204.9867	0	-204.9867	3.876581	31.99197
3558	0	-36.83685	0	-36.83685	13.26252	9.051135
3559	1	-190.3912	0	-190.3912	4.681828	28.77982
3560	0	-57.57481	0	-57.57481	13.21348	10.61708
3561	1	-188.3707	0	-188.3707	4.472917	28.3039
3562	0	-26.56568	0	-26.56568	16.08167	8.408673
3563	1	-190.0074	0	-190.0074	4.696515	28.69751
3564	0	14.05045	0	14.05045	20.89829	6.173439
3565	1	-214.5219	0	-214.5219	3.750179	34.42629
3566	0	-5.467305	0	-5.467305	18.02282	7.164434
3567	1	-212.1083	0	-212.1083	4.108571	33.81737
3568	0	17.80942	0	17.80942	22.12677	5.998208
3569	1	-210.024	0	-210.024	3.869346	33.28883
3570	0	13.59157	0	13.59157	18.74394	6.146867
3571	1	-197.1691	0	-197.1691	4.066021	30.15356
3572	0	21.75529	0	21.75529	23.24716	5.816595
3573	1	-226.4193	0	-226.4193	3.462103	37.62726
3574	0	-15.78407	0	-15.78407	18.40739	7.725891
3575	1	-242.2378	0	-242.2378	3.25784	42.33456
3576	0	-15.2027	0	-15.2027	18.12091	7.702254
3577	1	-216.9601	0	-216.9601	3.968929	35.06052
3578	0	-78.83498	0	-78.83498	10.69099	12.48297
3579	1	-254.3314	0	-254.3314	3.43859	45.7357
3580	0	-88.42053	0	-88.42053	9.329136	13.39012
3581	1	-244.6312	0	-244.6312	2.76302	42.76904
3582	0	-25.75642	0	-25.75642	16.32363	8.354998
3583	1	-233.4379	0	-233.4379	3.636533	39.56767
3584	0	3.221311	0	3.221311	22.98528	6.624947
3585	1	-221.4224	0	-221.4224	4.0235	36.14952
3586	0	-15.3088	0	-15.3088	14.20986	7.574849
3587	1	-222.5869	0	-222.5869	4.460866	35.96955
3588	0	-9.517381	0	-9.517381	16.55355	7.369241
3589	1	-202.5092	0	-202.5092	4.917895	31.20316
3590	0	-16.1244	0	-16.1244	17.25282	7.769158
3591	1	-217.5994	0	-217.5994	3.941734	35.23048
3592	0	-29.80426	0	-29.80426	14.74147	8.614136
3593	1	-226.755	0	-226.755	4.111411	37.37902
3594	0	-36.37958	0	-36.37958	18.49475	8.8366
3595	1	-215.1247	0	-215.1247	3.771891	34.59339
3596	0	-49.64997	0	-49.64997	11.59359	9.922006
3597	1	-270.0078	0	-270.0078	2.697066	52.01947
3598	0	-70.92768	0	-70.92768	13.48895	11.59258
3599	1	-255.1916	0	-255.1916	2.921562	46.63008
3600	0	-38.89494	0	-38.89494	14.36313	9.234851
3601	1	-256.2412	0	-256.2412	3.238427	46.66455
3602	0	-57.4782	0	-57.4782	11.34742	10.57613
3603	1	-269.4485	0	-269.4485	2.398041	51.68231
3604	0	-49.30037	0	-49.30037	13.43348	9.989912
3605	1	-237.2037	0	-237.2037	3.511661	40.71086
3606	0	-30.6648	0	-30.6648	14.31694	8.660064
3607	1	-266.0703	0	-266.0703	2.769485	50.52383
3608	0	-21.07012	0	-21.07012	15.96657	8.065807
3609	1	-268.4904	0	-268.4904	2.728036	51.43543
3610	0	-53.46586	0	-53.46586	13.07098	10.30866
3611	1	-268.8786	0	-268.8786	3.005204	51.14911
3612	0	-72.77982	0	-72.77982	13.75574	11.69073
3613	1	-267.063	0	-267.063	2.63477	50.93911
3614	0	-84.90194	0	-84.90194	10.15557	13.06605
3615	1	-285.2659	0	-285.2659	2.406121	58.27061
3616	0	-70.49542	0	-70.49542	10.85058	11.7122
3617	1	-282.1904	0	-282.1904	2.634205	56.68175
3618	0	-97.11691	0	-97.11691	8.30498	14.22288
3619	1	-283	0	-283	2.370249	57.34404
3620	0	-95.64471	0	-95.64471	9.761743	14.15478
3621	1	-279.6011	0	-279.6011	2.674755	55.62241
3622	0	-84.7333	0	-84.7333	10.36914	13.04751
3623	1	-262.0933	0	-262.0933	2.7434	49.09081
3624	0	-110.7516	0	-110.7516	9.64594	15.72622
3625	1	-293.3309	0	-293.3309	2.285648	61.84716
3626	0	-123.9842	0	-123.9842	7.642749	17.52017
3627	1	-303.3118	0	-303.3118	1.976989	66.67635
3628	0	-76.03035	0	-76.03035	9.49546	12.09846
3629	1	-283.5883	0	-283.5883	2.095022	57.23082
3630	0	-58.24552	0	-58.24552	12.27974	10.68852
3631	1	-326.8186	0	-326.8186	1.460549	78.4332
3632	0	-79.57288	0	-79.57288	10.75679	12.55099
3633	1	-330.6539	0	-330.6539	1.895357	80.979
3634	0	-97.8515	0	-97.8515	8.568574	14.35721
3635	1	-346.7684	0	-346.7684	1.539021	91.97712
3636	0	-82.33661	0	-82.33661	8.439218	12.49858
3637	1	-374.5058	0	-374.5058	1.145788	113.0563
3638	0	-112.0425	0	-112.0425	8.057198	16.01137
3639	1	-362.7522	0	-362.7522	1.297656	103.6928
3640	0	-130.7849	0	-130.7849	7.248576	18.43579
3641	1	-341.2694	0	-341.2694	1.435114	88.24368
3642	0	-114.6741	0	-114.6741	7.046733	16.14227
3643	1	-370.0115	0	-370.0115	1.185594	109.3517
3644	0	-140.433	0	-140.433	6.343609	19.77724
3645	1	-412.7554	0	-412.7554	0.7583014	147.8859
3646	0	-126.0201	0	-126.0201	7.162738	17.76937
3647	1	-421.0826	0	-421.0826	0.8560722	159.8249
3648	0	-163.516	0	-163.516	5.664344	23.54876
3649	1	-428.871	0	-428.871	0.7531293	169.0742
3650	0	-172.027	0	-172.027	4.564156	24.75049
3651	1	-440.0204	0	-440.0204	0.7277416	183.9389
3652	0	-188.9926	0	-188.9926	5.919412	27.83386
3653	1	-436.428	0	-436.428	0.7132283	178.836
3654	0	-154.017	0	-154.017	5.540385	21.82645
3655	1	-441.9722	0	-441.9722	0.9097543	182.3692
3656	0	-169.3543	0	-169.3543	5.550596	24.5939
3657	1	-424.9967	0	-424.9967	0.8407793	164.4966
3658	0	-181.5473	0	-181.5473	5.281872	26.89541
3659	1	-382.0922	0	-382.0922	1.109925	119.6829
3660	0	-164.8022	0	-164.8022	4.832074	23.46557
3661	1	-371.9835	0	-371.9835	1.149207	110.8745
3662	0	-187.8582	0	-187.8582	4.228872	28.03655
3663	1	-363.3346	0	-363.3346	1.216387	103.9349
3664	0	-194.4332	0	-194.4332	4.871042	29.58194
3665	1	-344.3062	0	-344.3062	1.474951	90.41991
3666	0	-218.339	0	-218.339	4.215745	35.25516
3667	1	-347.7802	0	-347.7802	1.256373	91.71574
3668	0	-199.6642	0	-199.6642	4.064459	30.76633
3669	1	-356.0955	0	-356.0955	1.183986	97.59213
3670	0	-221.9176	0	-221.9176	3.861007	36.36617
3671	1	-325.3067	0	-325.3067	1.71527	78.52698
3672	0	-206.8803	0	-206.8803	4.155475	32.54409
3673	1	-316.6181	0	-316.6181	2.089438	73.01985
3674	0	-227.9633	0	-227.9633	3.754857	38.00768
3675	1	-294.8855	0	-294.8855	2.186506	62.63359
3676	0	-210.4531	0	-210.4531	4.124357	33.41137
3677	1	-303.5985	0	-303.5985	1.791789	66.33787
3678	0	-215.5019	0	-215.5019	3.936517	34.69918
3679	1	-322.0595	0	-322.0595	1.890523	76.45816
3680	0	-238.2823	0	-238.2823	3.279571	41.12031
3681	1	-344.6348	0	-344.6348	1.709819	89.83088
3682	0	-226.323	0	-226.323	3.708606	37.59073
3683	1	-340.0158	0	-340.0158	1.566797	87.57438
3684	0	-245.2392	0	-245.2392	3.269945	43.2481
3685	1	-333.4802	0	-333.4802	1.748191	83.18792
3686	0	-232.7073	0	-232.7073	2.787861	38.54249
3687	1	-317.8021	0	-317.8021	1.817815	74.26972
3688	0	-262.2994	0	-262.2994	2.601067	49.10214
3689	1	-323.2786	0	-323.2786	1.859256	77.1921
3690	0	-285.3103	0	-285.3103	2.643168	57.84275
3691	1	-356.214	0	-356.214	1.192817	97.8085
3692	0	-229.2246	0	-229.2246	3.410431	38.42772
3693	1	-381.7975	0	-381.7975	1.14034	119.4274
3694	0	-246.5371	0	-246.5371	3.2431	43.6648
3695	1	-417.0673	0	-417.0673	0.8250242	154.9353
3696	0	-199.7654	0	-199.7654	4.051775	30.78412
