Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
3217	1	-77.14726	0	-77.14726	10.83543	12.32534
3218	0	-110.8542	0	-110.8542	6.894156	15.52122
3219	1	-93.69954	0	-93.69954	9.027615	13.93749
3220	0	-121.9842	0	-121.9842	7.490867	17.2507
3221	1	-88.40851	0	-88.40851	9.600159	13.40791
3222	0	-80.82064	0	-80.82064	9.997228	12.65572
3223	1	-87.82228	0	-87.82228	9.283379	13.32116
3224	0	-81.77217	0	-81.77217	11.28316	12.72267
3225	1	-118.5835	0	-118.5835	8.085662	16.82215
3226	0	-90.2861	0	-90.2861	11.27788	13.47804
3227	1	-106.0214	0	-106.0214	8.761112	15.31222
3228	0	-67.23738	0	-67.23738	10.30719	11.35119
3229	1	-153.3149	0	-153.3149	6.906322	21.67609
3230	0	-48.25287	0	-48.25287	12.31988	9.877706
3231	1	-186.7244	0	-186.7244	4.323747	27.8475
3232	0	-45.28651	0	-45.28651	12.24861	9.63022
3233	1	-178.8198	0	-178.8198	6.000296	26.06592
3234	0	-81.11232	0	-81.11232	11.58867	12.63628
3235	1	-146.1573	0	-146.1573	6.758788	20.66328
3236	0	-84.77673	0	-84.77673	10.08462	13.05311
3237	1	-139.4371	0	-139.4371	6.270026	19.60164
3238	0	-85.71122	0	-85.71122	10.33822	13.14272
3239	1	-128.1359	0	-128.1359	6.590043	17.94492
3240	0	-107.76	0	-107.76	8.715646	15.51204
3241	1	-160.4339	0	-160.4339	6.784049	22.76428
3242	0	-80.61205	0	-80.61205	10.6977	12.64905
3243	1	-132.1983	0	-132.1983	6.56348	18.55422
3244	0	-91.99985	0	-91.99985	8.689504	13.69893
3245	1	-162.0063	0	-162.0063	5.47129	23.25518
3246	0	-83.9251	0	-83.9251	11.19	12.92263
3247	1	-194.3046	0	-194.3046	4.687824	29.6144
3248	0	-81.43731	0	-81.43731	11.68076	12.65438
3249	1	-198.5703	0	-198.5703	5.048826	30.31118
3250	0	-90.84536	0	-90.84536	9.800404	13.66289
3251	1	-165.8069	0	-165.8069	5.817514	23.93644
3252	0	-71.36576	0	-71.36576	10.52034	11.77224
3253	1	-171.1936	0	-171.1936	5.565173	24.92307
3254	0	-100.0166	0	-100.0166	9.568568	14.61948
3255	1	-147.9824	0	-147.9824	7.409626	20.75207
3256	0	-99.59389	0	-99.59389	9.435261	14.58332
3257	1	-130.7885	0	-130.7885	6.611213	18.35354
3258	0	-72.75918	0	-72.75918	10.61998	11.91095
3259	1	-132.4918	0	-132.4918	6.336511	18.52253
3260	0	-53.03612	0	-53.03612	11.41121	10.19293
3261	1	-182.9552	0	-182.9552	4.601746	27.16208
3262	0	-14.46278	0	-14.46278	16.79533	7.67128
3263	1	-196.9823	0	-196.9823	4.887595	30.09632
3264	0	-21.66259	0	-21.66259	16.60457	8.102441
3265	1	-219.2149	0	-219.2149	3.939155	35.64135
3266	0	-29.7423	0	-29.7423	16.23188	8.602034
3267	1	-237.2062	0	-237.2062	3.516214	40.70833
3268	0	-22.78384	0	-22.78384	17.06828	8.160428
3269	1	-213.8509	0	-213.8509	3.191321	33.45345
3270	0	-21.47348	0	-21.47348	13.13789	7.872481
3271	1	-183.2022	0	-183.2022	5.170088	27.24279
3272	0	-67.33353	0	-67.33353	11.68618	11.4469
3273	1	-220.4071	0	-220.4071	3.162912	35.44689
3274	0	-125.0281	0	-125.0281	7.329737	17.64911
3275	1	-245.3025	0	-245.3025	3.210325	43.30093
3276	0	-129.6533	0	-129.6533	7.105823	18.27303
3277	1	-209.0192	0	-209.0192	4.614049	32.81609
3278	0	-146.1133	0	-146.1133	6.509641	20.67611
3279	1	-195.8271	0	-195.8271	4.475882	29.9709
3280	0	-119.5315	0	-119.5315	7.56502	16.93122
3281	1	-220.7628	0	-220.7628	3.483535	36.00994
3282	0	-134.7307	0	-134.7307	6.792081	18.97635
3283	1	-235.4361	0	-235.4361	3.299537	40.25599
3284	0	-120.3398	0	-120.3398	8.799567	16.9388
3285	1	-205.2209	0	-205.2209	4.418517	32.0945
3286	0	-147.9489	0	-147.9489	6.521114	20.95733
3287	1	-149.7436	0	-149.7436	6.793892	21.18629
3288	0	-81.79379	0	-81.79379	8.602615	12.49522
3289	1	-151.0276	0	-151.0276	6.265684	21.45028
3290	0	-137.7252	0	-137.7252	7.118984	19.40783
3291	1	-131.0533	0	-131.0533	8.331421	18.30191
3292	0	-143.4785	0	-143.4785	6.779152	20.26538
3293	1	-145.7935	0	-145.7935	7.450566	20.44299
3294	0	-121.977	0	-121.977	8.538182	17.17844
3295	1	-120.0846	0	-120.0846	8.661794	16.93599
3296	0	-146.0818	0	-146.0818	6.389893	20.67014
3297	1	-142.2212	0	-142.2212	6.34208	20.05888
3298	0	-145.7673	0	-145.7673	7.646881	20.36876
3299	1	-129.1657	0	-129.1657	7.579175	18.20367
3300	0	-112.86	0	-112.86	7.981763	16.1079
3301	1	-133.9485	0	-133.9485	7.396943	18.85948
3302	0	-129.474	0	-129.474	6.958963	18.23198
3303	1	-167.9397	0	-167.9397	5.334996	24.32821
3304	0	-155.4423	0	-155.4423	5.429939	22.03633
3305	1	-131.2711	0	-131.2711	7.253668	18.5028
3306	0	-179.0157	0	-179.0157	5.30143	26.41204
3307	1	-74.80893	0	-74.80893	10.75275	12.10802
3308	0	-151.9142	0	-151.9142	5.813061	21.54723
3309	1	-91.4023	0	-91.4023	9.579035	13.71941
3310	0	-166.7326	0	-166.7326	6.122248	24.01209
3311	1	-86.89346	0	-86.89346	10.36598	13.25596
3312	0	-132.4807	0	-132.4807	6.722035	18.63325
3313	1	-90.19048	0	-90.19048	9.638962	13.5945
3314	0	-121.9992	0	-121.9992	7.414134	17.24587
3315	1	-74.07423	0	-74.07423	11.15245	12.04283
3316	0	-134.0374	0	-134.0374	6.674816	18.85714
3317	1	-70.26996	0	-70.26996	13.01654	11.6003
3318	0	-121.4509	0	-121.4509	7.543866	17.18359
3319	1	-46.59697	0	-46.59697	12.56786	9.76117
3320	0	-123.4404	0	-123.4404	7.803912	17.44553
3321	1	-46.33703	0	-46.33703	14.35196	9.753418
3322	0	-113.3716	0	-113.3716	8.769679	16.15025
3323	1	-29.33219	0	-29.33219	16.05046	8.581437
3324	0	-96.96699	0	-96.96699	9.90725	14.27903
3325	1	-44.83755	0	-44.83755	14.08199	9.655706
3326	0	-64.99393	0	-64.99393	11.48755	11.24316
3327	1	-77.88007	0	-77.88007	12.43215	12.26832
3328	0	-87.71761	0	-87.71761	9.529706	13.33167
3329	1	-92.91854	0	-92.91854	9.919671	13.86983
3330	0	-78.42001	0	-78.42001	11.29263	12.42502
3331	1	-119.9564	0	-119.9564	7.129969	16.91469
3332	0	-97.94266	0	-97.94266	9.038472	14.40791
3333	1	-118.3068	0	-118.3068	7.42239	16.74923
3334	0	-59.36632	0	-59.36632	14.08177	10.68745
3335	1	-90.60065	0	-90.60065	9.341398	13.62465
3336	0	-60.8652	0	-60.8652	12.62948	10.89461
3337	1	-115.749	0	-115.749	8.370966	16.46262
3338	0	-69.57462	0	-69.57462	12.05248	11.62458
3339	1	-126.6763	0	-126.6763	7.157879	17.86044
3340	0	-46.37228	0	-46.37228	14.09201	9.764419
3341	1	-146.1491	0	-146.1491	6.416198	20.68151
3342	0	-35.68943	0	-35.68943	13.34313	8.970561
3343	1	-158.9416	0	-158.9416	6.034066	22.75015
3344	0	-40.98111	0	-40.98111	13.05861	9.35277
3345	1	-155.339	0	-155.339	6.150932	22.14943
3346	0	-34.62036	0	-34.62036	15.91667	8.916495
3347	1	-162.4325	0	-162.4325	6.785779	23.05801
3348	0	-76.83329	0	-76.83329	12.75774	12.14163
3349	1	-171.2751	0	-171.2751	6.021739	24.79947
3350	0	-75.81796	0	-75.81796	11.36224	12.19168
3351	1	-192.3154	0	-192.3154	4.583604	29.19616
3352	0	-104.9621	0	-104.9621	8.881118	15.19014
3353	1	-184.4518	0	-184.4518	4.514693	27.4501
3354	0	-80.3327	0	-80.3327	9.877919	12.59751
3355	1	-181.4841	0	-181.4841	6.36511	26.23092
3356	0	-92.73741	0	-92.73741	8.769886	13.79739
3357	1	-170.6348	0	-170.6348	5.907043	24.73697
3358	0	-69.1983	0	-69.1983	12.4083	11.57172
3359	1	-140.9511	0	-140.9511	7.35804	19.81519
3360	0	-75.21497	0	-75.21497	11.03142	12.14703
3361	1	-182.9221	0	-182.9221	5.281805	27.15573
3362	0	-37.1382	0	-37.1382	15.62299	9.088102
3363	1	-177.242	0	-177.242	4.705051	25.98404
3364	0	-5.202982	0	-5.202982	19.40757	7.140273
3365	1	-164.0233	0	-164.0233	5.600771	23.63685
3366	0	75.38958	0	75.38958	32.70001	3.845731
3367	1	-136.7505	0	-136.7505	5.730952	18.87778
3368	0	-4.972834	0	-4.972834	21.59536	7.053724
3369	1	-158.8602	0	-158.8602	6.57161	22.61359
3370	0	14.29017	0	14.29017	20.50808	6.158944
3371	1	-165.2864	0	-165.2864	6.252309	23.73102
3372	0	-3.038843	0	-3.038843	17.77519	7.025334
3373	1	-145.0861	0	-145.0861	6.224292	20.49592
3374	0	-9.29644	0	-9.29644	16.42333	7.350885
3375	1	-166.5359	0	-166.5359	4.958673	23.9151
3376	0	-34.5982	0	-34.5982	14.19578	8.931945
3377	1	-159.1741	0	-159.1741	6.345453	22.73109
3378	0	-59.24156	0	-59.24156	13.46605	10.72778
3379	1	-170.5633	0	-170.5633	4.642863	24.50939
3380	0	-39.11563	0	-39.11563	12.81324	9.190259
3381	1	-148.1212	0	-148.1212	5.745614	20.86817
3382	0	-50.03554	0	-50.03554	13.7182	10.03841
3383	1	-138.2139	0	-138.2139	5.981727	19.28918
3384	0	-68.4986	0	-68.4986	12.46887	11.51114
3385	1	-179.2837	0	-179.2837	5.118401	26.48933
3386	0	-52.00337	0	-52.00337	13.59041	10.18651
3387	1	-184.7377	0	-184.7377	4.710819	27.57826
3388	0	-54.57987	0	-54.57987	13.21304	10.39043
3389	1	-171.0809	0	-171.0809	4.905356	24.80624
3390	0	-76.90313	0	-76.90313	11.31183	12.28976
3391	1	-204.1384	0	-204.1384	4.283337	31.88166
3392	0	-67.91038	0	-67.91038	11.2374	11.49293
3393	1	-226.279	0	-226.279	3.486876	37.59435
3394	0	-77.14859	0	-77.14859	12.43195	12.20951
3395	1	-183.5903	0	-183.5903	4.900621	27.3564
3396	0	-91.20592	0	-91.20592	10.21841	13.68289
3397	1	-158.5089	0	-158.5089	5.806601	22.68131
3398	0	-89.08305	0	-89.08305	8.604066	13.34291
3399	1	-136.6666	0	-136.6666	6.458547	19.21389
3400	0	-71.98175	0	-71.98175	10.98155	11.85297
3401	1	-159.9545	0	-159.9545	6.266379	22.87484
3402	0	-109.4524	0	-109.4524	8.967812	15.68831
3403	1	-143.8236	0	-143.8236	6.330253	20.31006
3404	0	-106.4439	0	-106.4439	8.634641	15.36102
3405	1	-142.2197	0	-142.2197	7.160985	20.03135
3406	0	-115.0195	0	-115.0195	7.70142	16.35519
3407	1	-132.2506	0	-132.2506	6.865788	18.62148
3408	0	-131.7361	0	-131.7361	7.40735	18.55964
3409	1	-190.6087	0	-190.6087	4.932022	28.77882
3410	0	-133.5944	0	-133.5944	7.697991	18.76771
3411	1	-219.9047	0	-219.9047	3.528221	35.79582
3412	0	-148.4146	0	-148.4146	7.306253	20.84807
3413	1	-206.468	0	-206.468	4.511064	32.32876
3414	0	-118.7798	0	-118.7798	7.854488	16.84956
3415	1	-199.8859	0	-199.8859	3.639333	30.34635
3416	0	-156.1438	0	-156.1438	6.748892	22.1443
3417	1	-231.0194	0	-231.0194	3.719107	38.84943
3418	0	-143.4279	0	-143.4279	6.096405	20.19836
3419	1	-235.593	0	-235.593	3.828319	39.95073
3420	0	-130.8856	0	-130.8856	7.672944	18.41926
3421	1	-281.3009	0	-281.3009	2.24416	56.5317
3422	0	-159.4073	0	-159.4073	6.708343	22.64457
3423	1	-286.3564	0	-286.3564	2.304618	58.79426
3424	0	-199.5489	0	-199.5489	4.849029	30.64604
3425	1	-290.7155	0	-290.7155	2.189497	60.72748
3426	0	-205.1952	0	-205.1952	4.501245	32.05159
3427	1	-331.0888	0	-331.0888	1.918806	81.07868
3428	0	-240.6839	0	-240.6839	3.294685	41.84807
3429	1	-344.7384	0	-344.7384	1.562481	90.60099
3430	0	-248.6192	0	-248.6192	3.491772	43.99356
3431	1	-368.2352	0	-368.2352	1.301486	107.9056
3432	0	-203.1748	0	-203.1748	4.693584	31.503
3433	1	-314.2777	0	-314.2777	1.984708	72.2065
3434	0	-204.8849	0	-204.8849	4.766289	31.81358
3435	1	-369.2578	0	-369.2578	1.288853	108.737
3436	0	-188.2006	0	-188.2006	4.695959	28.31276
3437	1	-336.0388	0	-336.0388	1.583565	85.04108
3438	0	-152.4223	0	-152.4223	5.549838	21.54305
3439	1	-376.6867	0	-376.6867	1.146617	114.9616
3440	0	-114.8683	0	-114.8683	7.583224	16.31795
3441	1	-371.8721	0	-371.8721	1.434386	109.5759
3442	0	-121.7854	0	-121.7854	8.263095	17.19876
3443	1	-387.6495	0	-387.6495	1.043901	124.6577
3444	0	-130.8957	0	-130.8957	7.070081	18.44586
3445	1	-404.9965	0	-404.9965	1.024214	141.485
3446	0	-125.1511	0	-125.1511	7.606323	17.67364
3447	1	-428.7705	0	-428.7705	0.8948626	168.1648
3448	0	-111.1231	0	-111.1231	8.546605	15.90692
3449	1	-393.8733	0	-393.8733	1.002495	130.5727
3450	0	-139.0097	0	-139.0097	6.27803	19.53576
3451	1	-415.8388	0	-415.8388	0.7465275	151.5219
3452	0	-153.0152	0	-153.0152	5.246711	21.46705
3453	1	-420.0691	0	-420.0691	0.9731097	157.3142
3454	0	-161.4125	0	-161.4125	5.799952	23.1815
3455	1	-440.347	0	-440.347	0.7172277	184.3543
3456	0	-171.5197	0	-171.5197	6.417578	24.63485
3457	1	-385.9983	0	-385.9983	1.125636	123.1655
3458	0	-183.21	0	-183.21	4.715188	27.25508
3459	1	-363.0558	0	-363.0558	1.232478	103.7887
3460	0	-162.0133	0	-162.0133	5.419662	23.24374
3461	1	-360.5962	0	-360.5962	1.158302	101.0901
3462	0	-165.5204	0	-165.5204	5.716096	23.8992
3463	1	-373.1838	0	-373.1838	1.234131	112.0026
3464	0	-168.766	0	-168.766	5.504227	24.49012
3465	1	-320.7545	0	-320.7545	1.644548	75.68815
3466	0	-188.6598	0	-188.6598	4.100824	28.1015
3467	1	-321.397	0	-321.397	1.70291	76.22922
3468	0	-214.267	0	-214.267	3.215656	33.64709
3469	1	-348.0922	0	-348.0922	1.311999	92.51433
3470	0	-225.6401	0	-225.6401	3.864889	37.3277
3471	1	-378.2195	0	-378.2195	1.113672	116.2107
3472	0	-235.5766	0	-235.5766	3.308025	40.2995
3473	1	-366.3224	0	-366.3224	1.210685	106.3694
3474	0	-246.3846	0	-246.3846	3.099349	43.67531
3475	1	-349.3456	0	-349.3456	1.547923	93.61494
3476	0	-249.8542	0	-249.8542	3.310654	44.61236
3477	1	-327.7599	0	-327.7599	1.669907	79.96791
3478	0	-260.3287	0	-260.3287	2.98138	48.33129
3479	1	-319.2058	0	-319.2058	1.757876	75.03255
3480	0	-263.8881	0	-263.8881	2.263214	48.86455
3481	1	-286.0033	0	-286.0033	2.242456	58.62605
3482	0	-301.4238	0	-301.4238	2.246948	65.49152
3483	1	-294.3502	0	-294.3502	1.828722	61.44301
3484	0	-312.7027	0	-312.7027	1.9521	71.4635
3485	1	-287.0421	0	-287.0421	2.082485	58.84595
3486	0	-278.655	0	-278.655	2.193578	55.23066
3487	1	-285.9567	0	-285.9567	2.309365	58.62019
3488	0	-282.2634	0	-282.2634	2.313701	57.02315
3489	1	-293.644	0	-293.644	2.200443	62.0612
3490	0	-271.7401	0	-271.7401	2.577798	52.73887
3491	1	-297.0555	0	-297.0555	2.382542	63.23958
3492	0	-310.9678	0	-310.9678	2.145464	70.1392
3493	1	-289.588	0	-289.588	2.639085	59.47435
3494	0	-306.6465	0	-306.6465	2.213402	67.92927
3495	1	-252.9958	0	-252.9958	2.609198	45.54431
3496	0	-307.6245	0	-307.6245	2.419843	67.496
3497	1	-229.1965	0	-229.1965	3.759162	38.33313
3498	0	-302.7941	0	-302.7941	2.138893	66.34018
3499	1	-253.0987	0	-253.0987	3.183931	45.7601
3500	0	-285.0416	0	-285.0416	2.347771	58.21663
3501	1	-235.297	0	-235.297	3.265966	40.20654
3502	0	-332.2015	0	-332.2015	1.551151	82.5485
3503	1	-247.718	0	-247.718	3.320434	43.95694
3504	0	-350.2883	0	-350.2883	1.661537	93.52222
3505	1	-230.9063	0	-230.9063	3.166548	38.77061
3506	0	-330.1388	0	-330.1388	1.58022	81.3072
3507	1	-195.4142	0	-195.4142	3.974021	29.6372
3508	0	-315.94	0	-315.94	1.66817	72.88158
3509	1	-199.871	0	-199.871	4.391841	30.88637
3510	0	-282.5883	0	-282.5883	2.390269	57.16484
3511	1	-174.4462	0	-174.4462	5.726964	25.4568
3512	0	-265.4445	0	-265.4445	2.839633	50.23958
3513	1	-167.7471	0	-167.7471	5.491405	24.3049
3514	0	-227.794	0	-227.794	3.591533	38.02646
3515	1	-164.8359	0	-164.8359	5.165516	23.6884
3516	0	-257.0881	0	-257.0881	2.958954	47.25944
3517	1	-155.5038	0	-155.5038	5.580371	22.10902
3518	0	-230.0223	0	-230.0223	3.567145	38.65461
3519	1	-125.4272	0	-125.4272	6.665837	17.56385
3520	0	-240.7429	0	-240.7429	3.28962	41.86762
3521	1	-126.8034	0	-126.8034	7.469208	17.89418
3522	0	-311.0136	0	-311.0136	2.178339	70.04111
3523	1	-135.2825	0	-135.2825	7.124678	19.06445
3524	0	-269.7559	0	-269.7559	2.212451	51.25826
3525	1	-140.9056	0	-140.9056	6.988883	19.87162
3526	0	-308.774	0	-308.774	2.052745	69.3422
3527	1	-138.6843	0	-138.6843	8.019175	19.33086
3528	0	-288.7681	0	-288.7681	2.194691	59.84172
3529	1	-172.6241	0	-172.6241	5.951181	25.05517
3530	0	-269.767	0	-269.767	2.271497	51.49084
3531	1	-161.6507	0	-161.6507	5.039743	22.99225
3532	0	-224.3544	0	-224.3544	3.529357	37.05731
3533	1	-151.7632	0	-151.7632	6.224575	21.56867
3534	0	-261.4896	0	-261.4896	3.039055	48.64337
3535	1	-179.1567	0	-179.1567	5.873781	26.19924
3536	0	-209.8601	0	-209.8601	3.508843	32.92006
3537	1	-203.2838	0	-203.2838	4.484723	31.63351
3538	0	-196.7148	0	-196.7148	4.453922	30.16988
3539	1	-149.1077	0	-149.1077	6.221621	21.1419
3540	0	-231.339	0	-231.339	3.286481	39.0072
3541	1	-183.7437	0	-183.7437	5.702306	27.09607
3542	0	-247.6778	0	-247.6778	2.875182	44.02079
3543	1	-159.9617	0	-159.9617	5.797889	22.9313
3544	0	-256.3399	0	-256.3399	2.876948	47.03331
3545	1	-179.6531	0	-179.6531	5.398227	26.50543
3546	0	-261.09	0	-261.09	2.671277	48.69963
3547	1	-189.1402	0	-189.1402	4.7464	28.51159
3548	0	-251.8426	0	-251.8426	2.978399	45.48529
3549	1	-187.1309	0	-187.1309	4.193038	27.83044
3550	0	-249.4397	0	-249.4397	2.936722	44.66762
3551	1	-173.5044	0	-173.5044	5.553995	25.34082
3552	0	-236.0679	0	-236.0679	3.571881	40.34579
3553	1	-153.4134	0	-153.4134	5.818545	21.80628
3554	0	-236.8705	0	-236.8705	3.23031	40.68089
3555	1	-165.4315	0	-165.4315	5.348761	23.8612
3556	0	-256.1541	0	-256.1541	2.664663	46.84308
3557	1	-153.7494	0	-153.7494	5.687999	21.83184
3558	0	-242.6379	0	-242.6379	2.864968	42.25159
3559	1	-136.1631	0	-136.1631	6.433661	19.12971
3560	0	-255.1135	0	-255.1135	2.980126	46.58264
3561	1	-146.7688	0	-146.7688	6.390534	20.77767
3562	0	-278.7768	0	-278.7768	2.597238	55.44247
3563	1	-164.8792	0	-164.8792	5.880057	23.76746
3564	0	-243.3413	0	-243.3413	3.07826	42.68781
3565	1	-144.7313	0	-144.7313	6.430378	20.46133
3566	0	-278.9472	0	-278.9472	2.621038	55.47203
3567	1	-138.9769	0	-138.9769	6.487478	19.57644
3568	0	-276.0869	0	-276.0869	2.615455	54.38722
3569	1	-113.0361	0	-113.0361	8.28227	16.13987
3570	0	-298.2166	0	-298.2166	2.326889	63.88462
3571	1	-148.6574	0	-148.6574	5.259602	20.64838
3572	0	-326.6781	0	-326.6781	1.497375	78.6505
3573	1	-189.7877	0	-189.7877	4.954047	28.60568
3574	0	-323.4335	0	-323.4335	1.402551	75.37111
3575	1	-209.6984	0	-209.6984	3.590827	32.98716
3576	0	-339.3511	0	-339.3511	1.683086	86.85757
3577	1	-210.6954	0	-210.6954	3.842649	33.45299
3578	0	-287.2502	0	-287.2502	2.21971	59.17052
3579	1	-213.4711	0	-213.4711	3.777756	34.15717
3580	0	-274.0189	0	-274.0189	2.493749	53.64243
3581	1	-231.0974	0	-231.0974	3.929983	38.66848
3582	0	-263.0468	0	-263.0468	2.946534	49.28903
3583	1	-214.8706	0	-214.8706	3.383227	34.17607
3584	0	-278.4738	0	-278.4738	2.425251	55.44964
3585	1	-203.4747	0	-203.4747	3.811278	31.54507
3586	0	-256.6999	0	-256.6999	3.046144	47.06058
3587	1	-187.1535	0	-187.1535	4.877335	28.0867
3588	0	-265.0761	0	-265.0761	2.527432	50.1032
3589	1	-188.0822	0	-188.0822	5.926513	27.67396
3590	0	-255.789	0	-255.789	2.911523	46.8371
3591	1	-163.612	0	-163.612	5.539275	23.55815
3592	0	-246.7709	0	-246.7709	3.01084	43.7943
3593	1	-215.8405	0	-215.8405	4.018355	34.76397
3594	0	-237.0822	0	-237.0822	3.476743	40.69876
3595	1	-189.6264	0	-189.6264	4.583798	28.60952
3596	0	-202.4784	0	-202.4784	4.063953	31.45853
3597	1	-207.7778	0	-207.7778	4.501045	32.62548
3598	0	-191.1738	0	-191.1738	4.920609	28.89732
3599	1	-215.5207	0	-215.5207	3.974351	34.69661
3600	0	-135.6656	0	-135.6656	6.927871	19.12117
3601	1	-207.0191	0	-207.0191	3.477371	32.05303
3602	0	-153.7734	0	-153.7734	6.225735	21.89155
3603	1	-175.7209	0	-175.7209	5.038867	25.78396
3604	0	-166.9517	0	-166.9517	4.804066	23.88762
3605	1	-148.3275	0	-148.3275	6.176844	21.01243
3606	0	-146.2886	0	-146.2886	6.501436	20.70324
3607	1	-130.9783	0	-130.9783	7.352063	18.46008
3608	0	-132.5954	0	-132.5954	6.550072	18.6111
3609	1	-139.1251	0	-139.1251	6.20404	19.53174
3610	0	-103.5528	0	-103.5528	9.719718	14.97053
3611	1	-161.4655	0	-161.4655	6.52222	23.02964
3612	0	-105.6925	0	-105.6925	8.167511	15.23972
3613	1	-128.3695	0	-128.3695	7.269167	18.1034
3614	0	-119.9447	0	-119.9447	7.948036	16.99656
3615	1	-163.6013	0	-163.6013	6.327565	23.43535
3616	0	-145.4137	0	-145.4137	5.804192	20.42499
3617	1	-168.9677	0	-168.9677	5.712752	24.50292
3618	0	-105.0597	0	-105.0597	9.386674	15.16788
3619	1	-118.3326	0	-118.3326	7.110676	16.68132
3620	0	-58.55868	0	-58.55868	11.78025	10.7009
3621	1	-81.57266	0	-81.57266	10.74397	12.73735
3622	0	-16.81424	0	-16.81424	16.37684	7.808003
3623	1	-104.7037	0	-104.7037	8.915774	15.16031
3624	0	-21.7422	0	-21.7422	15.64219	8.10304
3625	1	-75.00255	0	-75.00255	10.42406	12.11263
3626	0	-18.69503	0	-18.69503	14.84285	7.867813
3627	1	-105.1222	0	-105.1222	8.33782	15.19009
3628	0	-20.11663	0	-20.11663	17.87393	7.982717
3629	1	-84.85638	0	-84.85638	11.45079	12.9767
3630	0	-43.04842	0	-43.04842	14.88399	9.506832
3631	1	-123.8832	0	-123.8832	7.556149	17.50628
3632	0	-67.58751	0	-67.58751	12.71396	11.42041
3633	1	-158.9358	0	-158.9358	6.176449	22.72993
3634	0	-85.43938	0	-85.43938	9.211257	13.05403
3635	1	-174.1509	0	-174.1509	5.319912	25.49346
3636	0	-122.8512	0	-122.8512	6.906151	17.26505
3637	1	-188.1906	0	-188.1906	4.499074	28.27311
3638	0	-122.0545	0	-122.0545	7.831767	17.26723
3639	1	-203.4728	0	-203.4728	4.395995	31.70537
3640	0	-191.2687	0	-191.2687	4.054547	28.69011
3641	1	-191.558	0	-191.558	5.536428	28.6055
3642	0	-158.9093	0	-158.9093	5.374777	22.65312
3643	1	-204.5698	0	-204.5698	3.935605	31.92159
3644	0	-194.0233	0	-194.0233	4.098521	29.40755
3645	1	-217.7422	0	-217.7422	4.02149	35.23579
3646	0	-159.6142	0	-159.6142	4.980515	22.53873
3647	1	-212.7585	0	-212.7585	3.693435	33.92354
3648	0	-138.4439	0	-138.4439	6.637168	19.51409
3649	1	-228.3142	0	-228.3142	4.189704	37.65676
3650	0	-99.45171	0	-99.45171	9.921793	14.52819
3651	1	-251.089	0	-251.089	3.175344	45.13667
3652	0	-93.8442	0	-93.8442	9.198962	13.96581
3653	1	-238.69	0	-238.69	3.24947	41.24546
3654	0	-77.62738	0	-77.62738	9.508812	12.26909
3655	1	-219.8043	0	-219.8043	3.892855	35.80903
3656	0	-89.32011	0	-89.32011	10.12718	13.50219
3657	1	-223.0352	0	-223.0352	3.702702	36.70494
3658	0	-70.1772	0	-70.1772	12.66792	11.62841
3659	1	-221.8691	0	-221.8691	4.150368	36.15583
3660	0	-43.45675	0	-43.45675	14.1134	9.557247
3661	1	-217.6888	0	-217.6888	3.356766	34.97082
3662	0	-61.04562	0	-61.04562	12.39137	10.91499
3663	1	-207.8949	0	-207.8949	4.028316	32.78805
3664	0	-67.91616	0	-67.91616	12.77402	11.44131
3665	1	-241.3135	0	-241.3135	3.317141	42.02967
3666	0	-71.08635	0	-71.08635	12.31613	11.73139
3667	1	-224.2613	0	-224.2613	3.237055	36.7874
3668	0	-63.16534	0	-63.16534	12.46073	11.08371
3669	1	-227.6529	0	-227.6529	3.2696	37.86961
3670	0	-53.43536	0	-53.43536	12.17723	10.29223
3671	1	-256.5449	0	-256.5449	2.898755	47.10039
3672	0	-43.10295	0	-43.10295	15.86188	9.453416
3673	1	-277.3338	0	-277.3338	2.888524	54.29976
3674	0	-42.44491	0	-42.44491	17.24643	9.295354
3675	1	-264.0022	0	-264.0022	3.269224	48.98787
3676	0	-50.9562	0	-50.9562	13.87588	10.0996
3677	1	-240.4799	0	-240.4799	3.153912	41.79105
3678	0	-2.7981	0	-2.7981	20.04933	7.004424
3679	1	-222.5854	0	-222.5854	3.372806	36.44614
3680	0	-18.4605	0	-18.4605	17.29198	7.903909
3681	1	-216.6405	0	-216.6405	3.584609	34.9161
3682	0	-44.92959	0	-44.92959	13.99448	9.663777
3683	1	-213.9649	0	-213.9649	3.845625	34.30431
3684	0	-46.88681	0	-46.88681	14.51858	9.784385
3685	1	-203.1955	0	-203.1955	4.089484	31.64299
3686	0	-45.6338	0	-45.6338	13.23245	9.713801
3687	1	-173.6285	0	-173.6285	5.411185	25.38793
3688	0	-64.87246	0	-64.87246	12.12071	11.23294
3689	1	-150.2358	0	-150.2358	6.890175	21.23461
3690	0	-34.09019	0	-34.09019	15.14974	8.902947
3691	1	-151.3545	0	-151.3545	6.182767	21.50262
3692	0	-65.02955	0	-65.02955	10.78359	11.2018
3693	1	-211.5935	0	-211.5935	4.175795	33.67115
3694	0	-116.694	0	-116.694	9.225926	16.44394
3695	1	-188.1263	0	-188.1263	4.789737	28.29631
3696	0	-167.3606	0	-167.3606	5.855658	24.19522
3697	1	-155.21	0	-155.21	6.041157	22.13177
3698	0	-164.5477	0	-164.5477	5.121498	23.61185
3699	1	-124.9034	0	-124.9034	6.910684	17.56337
